RunID,RunTime,Type,QuestionID,Question,ModelName,Parsed,OK,Note
20250911-104827__fall-aib-2025,2025-09-11 10:50:27 +0300,numeric,38789,What percent of US health-related foreign development assistance for FY 2025 will be disbursed relative to funds allocated at the beginning of the fiscal year?,Gemini [gemini-2.5-pro],"{""P10"": 10.0, ""P20"": 20.0, ""P40"": 40.0, ""P50"": 50.0, ""P60"": 60.0, ""P80"": 80.0, ""P90"": 90.0}",False,fallback_default
20250911-104827__fall-aib-2025,2025-09-11 10:50:27 +0300,numeric,38789,What percent of US health-related foreign development assistance for FY 2025 will be disbursed relative to funds allocated at the beginning of the fiscal year?,Grok [grok-4],"{""P10"": 45.0, ""P20"": 55.0, ""P40"": 70.0, ""P60"": 85.0, ""P80"": 105.0, ""P90"": 120.0}",True,
20250911-113047__fall-aib-2025,2025-09-11 11:32:19 +0300,numeric,38789,What percent of US health-related foreign development assistance for FY 2025 will be disbursed relative to funds allocated at the beginning of the fiscal year?,OpenRouter-Default [openai/gpt-4o],"{""P10"": 70.0, ""P20"": 80.0, ""P40"": 90.0, ""P60"": 100.0, ""P80"": 110.0, ""P90"": 120.0}",True,
20250911-113047__fall-aib-2025,2025-09-11 11:32:19 +0300,numeric,38789,What percent of US health-related foreign development assistance for FY 2025 will be disbursed relative to funds allocated at the beginning of the fiscal year?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],"{""P10"": 50.0, ""P20"": 60.0, ""P40"": 75.0, ""P60"": 90.0, ""P80"": 105.0, ""P90"": 120.0}",True,
20250911-113047__fall-aib-2025,2025-09-11 11:32:19 +0300,numeric,38789,What percent of US health-related foreign development assistance for FY 2025 will be disbursed relative to funds allocated at the beginning of the fiscal year?,Gemini [gemini-2.5-pro],"{""P10"": 10.0, ""P20"": 20.0, ""P40"": 40.0, ""P50"": 50.0, ""P60"": 60.0, ""P80"": 80.0, ""P90"": 90.0}",False,fallback_default
20250911-113047__fall-aib-2025,2025-09-11 11:32:19 +0300,numeric,38789,What percent of US health-related foreign development assistance for FY 2025 will be disbursed relative to funds allocated at the beginning of the fiscal year?,Grok [grok-4],"{""P10"": 55.0, ""P20"": 65.0, ""P40"": 75.0, ""P60"": 85.0, ""P80"": 100.0, ""P90"": 110.0}",True,
20250911-115245__fall-aib-2025,2025-09-11 11:55:24 +0300,numeric,38789,What percent of US health-related foreign development assistance for FY 2025 will be disbursed relative to funds allocated at the beginning of the fiscal year?,OpenRouter-Default [openai/gpt-4o],"{""P10"": 85.0, ""P20"": 90.0, ""P40"": 95.0, ""P60"": 100.0, ""P80"": 110.0, ""P90"": 120.0}",True,
20250911-115245__fall-aib-2025,2025-09-11 11:55:24 +0300,numeric,38789,What percent of US health-related foreign development assistance for FY 2025 will be disbursed relative to funds allocated at the beginning of the fiscal year?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],"{""P10"": 55.0, ""P20"": 65.0, ""P40"": 80.0, ""P60"": 90.0, ""P80"": 105.0, ""P90"": 120.0}",True,
20250911-115245__fall-aib-2025,2025-09-11 11:55:24 +0300,numeric,38789,What percent of US health-related foreign development assistance for FY 2025 will be disbursed relative to funds allocated at the beginning of the fiscal year?,Gemini [gemini-2.5-pro],"{""P10"": 65.0, ""P20"": 75.0, ""P40"": 81.0, ""P60"": 88.0, ""P80"": 92.0, ""P90"": 98.0}",True,
20250911-115245__fall-aib-2025,2025-09-11 11:55:24 +0300,numeric,38789,What percent of US health-related foreign development assistance for FY 2025 will be disbursed relative to funds allocated at the beginning of the fiscal year?,Grok [grok-4],"{""P10"": 35.0, ""P20"": 45.0, ""P40"": 60.0, ""P60"": 70.0, ""P80"": 90.0, ""P90"": 105.0}",True,
20250911-221749__fall-aib-2025,2025-09-11 22:19:46 +0300,binary,38957,Will global average wealth per adult increase in 2024 compared to 2023?,OpenRouter-Default [openai/gpt-4o],0.800000,True,
20250911-221749__fall-aib-2025,2025-09-11 22:19:46 +0300,binary,38957,Will global average wealth per adult increase in 2024 compared to 2023?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.850000,True,
20250911-221749__fall-aib-2025,2025-09-11 22:19:46 +0300,binary,38957,Will global average wealth per adult increase in 2024 compared to 2023?,Gemini [gemini-2.5-pro],0.960000,True,
20250911-221749__fall-aib-2025,2025-09-11 22:19:46 +0300,binary,38957,Will global average wealth per adult increase in 2024 compared to 2023?,Grok [grok-4],0.950000,True,
20250911-222952__fall-aib-2025,2025-09-11 22:31:19 +0300,binary,38957,Will global average wealth per adult increase in 2024 compared to 2023?,OpenRouter-Default [openai/gpt-4o],0.780000,True,
20250911-222952__fall-aib-2025,2025-09-11 22:31:19 +0300,binary,38957,Will global average wealth per adult increase in 2024 compared to 2023?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.950000,True,
20250911-222952__fall-aib-2025,2025-09-11 22:31:19 +0300,binary,38957,Will global average wealth per adult increase in 2024 compared to 2023?,Gemini [gemini-2.5-pro],0.930000,True,
20250911-222952__fall-aib-2025,2025-09-11 22:31:19 +0300,binary,38957,Will global average wealth per adult increase in 2024 compared to 2023?,Grok [grok-4],0.930000,True,
20250911-224815__fall-aib-2025,2025-09-11 22:51:00 +0300,binary,38957,Will global average wealth per adult increase in 2024 compared to 2023?,OpenRouter-Default [openai/gpt-4o],0.780000,True,
20250911-224815__fall-aib-2025,2025-09-11 22:51:00 +0300,binary,38957,Will global average wealth per adult increase in 2024 compared to 2023?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.820000,True,
20250911-224815__fall-aib-2025,2025-09-11 22:51:00 +0300,binary,38957,Will global average wealth per adult increase in 2024 compared to 2023?,Gemini [gemini-2.5-pro],0.720000,True,
20250911-224815__fall-aib-2025,2025-09-11 22:51:00 +0300,binary,38957,Will global average wealth per adult increase in 2024 compared to 2023?,Grok [grok-4],0.900000,True,
20250911-232129__fall-aib-2025,2025-09-11 23:23:13 +0300,binary,38957,Will global average wealth per adult increase in 2024 compared to 2023?,OpenRouter-Default [openai/gpt-4o],0.800000,True,
20250911-232129__fall-aib-2025,2025-09-11 23:23:13 +0300,binary,38957,Will global average wealth per adult increase in 2024 compared to 2023?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.850000,True,
20250911-232129__fall-aib-2025,2025-09-11 23:23:13 +0300,binary,38957,Will global average wealth per adult increase in 2024 compared to 2023?,Gemini [gemini-2.5-pro],0.970000,True,
20250911-232129__fall-aib-2025,2025-09-11 23:23:13 +0300,binary,38957,Will global average wealth per adult increase in 2024 compared to 2023?,Grok [grok-4],0.940000,True,
20250912-012043__fall-aib-2025,2025-09-12 01:21:50 +0300,binary,38954,Will Grand Theft Auto VI be released in Europe in 2025?,OpenRouter-Default [openai/gpt-4o],0.030000,True,
20250912-012043__fall-aib-2025,2025-09-12 01:21:50 +0300,binary,38954,Will Grand Theft Auto VI be released in Europe in 2025?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.030000,True,
20250912-012043__fall-aib-2025,2025-09-12 01:21:50 +0300,binary,38954,Will Grand Theft Auto VI be released in Europe in 2025?,Gemini [gemini-2.5-pro],0.010000,True,
20250912-012043__fall-aib-2025,2025-09-12 01:21:50 +0300,binary,38954,Will Grand Theft Auto VI be released in Europe in 2025?,Grok [grok-4],0.030000,True,
20250912-013614__fall-aib-2025,2025-09-12 01:37:09 +0300,binary,38954,Will Grand Theft Auto VI be released in Europe in 2025?,OpenRouter-Default [openai/gpt-4o],0.200000,True,
20250912-013614__fall-aib-2025,2025-09-12 01:37:09 +0300,binary,38954,Will Grand Theft Auto VI be released in Europe in 2025?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.020000,True,
20250912-013614__fall-aib-2025,2025-09-12 01:37:09 +0300,binary,38954,Will Grand Theft Auto VI be released in Europe in 2025?,Gemini [gemini-2.5-pro],0.020000,True,
20250912-013614__fall-aib-2025,2025-09-12 01:37:09 +0300,binary,38954,Will Grand Theft Auto VI be released in Europe in 2025?,Grok [grok-4],0.050000,True,
20250912-014900__fall-aib-2025,2025-09-12 01:50:01 +0300,binary,38954,Will Grand Theft Auto VI be released in Europe in 2025?,OpenRouter-Default [openai/gpt-4o],0.050000,True,
20250912-014900__fall-aib-2025,2025-09-12 01:50:01 +0300,binary,38954,Will Grand Theft Auto VI be released in Europe in 2025?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.010000,True,
20250912-014900__fall-aib-2025,2025-09-12 01:50:01 +0300,binary,38954,Will Grand Theft Auto VI be released in Europe in 2025?,Gemini [gemini-2.5-pro],0.010000,True,
20250912-014900__fall-aib-2025,2025-09-12 01:50:01 +0300,binary,38954,Will Grand Theft Auto VI be released in Europe in 2025?,Grok [grok-4],0.030000,True,
20250912-022041__fall-aib-2025,2025-09-12 02:21:49 +0300,binary,38954,Will Grand Theft Auto VI be released in Europe in 2025?,OpenRouter-Default [openai/gpt-4o],0.020000,True,
20250912-022041__fall-aib-2025,2025-09-12 02:21:49 +0300,binary,38954,Will Grand Theft Auto VI be released in Europe in 2025?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.010000,True,
20250912-022041__fall-aib-2025,2025-09-12 02:21:49 +0300,binary,38954,Will Grand Theft Auto VI be released in Europe in 2025?,Gemini [gemini-2.5-pro],null,False,parse_failed
20250912-022041__fall-aib-2025,2025-09-12 02:21:49 +0300,binary,38954,Will Grand Theft Auto VI be released in Europe in 2025?,Grok [grok-4],0.050000,True,
20250912-023413__fall-aib-2025,2025-09-12 02:36:31 +0300,binary,38954,Will Grand Theft Auto VI be released in Europe in 2025?,OpenRouter-Default [openai/gpt-4o],0.030000,True,
20250912-023413__fall-aib-2025,2025-09-12 02:36:31 +0300,binary,38954,Will Grand Theft Auto VI be released in Europe in 2025?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.010000,True,
20250912-023413__fall-aib-2025,2025-09-12 02:36:31 +0300,binary,38954,Will Grand Theft Auto VI be released in Europe in 2025?,Gemini [gemini-2.5-pro],0.010000,True,
20250912-023413__fall-aib-2025,2025-09-12 02:36:31 +0300,binary,38954,Will Grand Theft Auto VI be released in Europe in 2025?,Grok [grok-4],0.030000,True,
20250912-044439__fall-aib-2025,2025-09-12 04:46:16 +0300,binary,38813,Will the following companies be added to the S&P 500 before October 2025? (ARES),OpenRouter-Default [openai/gpt-4o],0.250000,True,
20250912-044439__fall-aib-2025,2025-09-12 04:46:16 +0300,binary,38813,Will the following companies be added to the S&P 500 before October 2025? (ARES),Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.350000,True,
20250912-044439__fall-aib-2025,2025-09-12 04:46:16 +0300,binary,38813,Will the following companies be added to the S&P 500 before October 2025? (ARES),Gemini [gemini-2.5-pro],0.020000,True,
20250912-044439__fall-aib-2025,2025-09-12 04:46:16 +0300,binary,38813,Will the following companies be added to the S&P 500 before October 2025? (ARES),Grok [grok-4],0.200000,True,
20250912-055807__fall-aib-2025,2025-09-12 06:01:00 +0300,binary,38813,Will the following companies be added to the S&P 500 before October 2025? (ARES),OpenRouter-Default [openai/gpt-4o],0.220000,True,
20250912-055807__fall-aib-2025,2025-09-12 06:01:00 +0300,binary,38813,Will the following companies be added to the S&P 500 before October 2025? (ARES),Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.240000,True,
20250912-055807__fall-aib-2025,2025-09-12 06:01:00 +0300,binary,38813,Will the following companies be added to the S&P 500 before October 2025? (ARES),Gemini [gemini-2.5-pro],0.040000,True,
20250912-055807__fall-aib-2025,2025-09-12 06:01:00 +0300,binary,38813,Will the following companies be added to the S&P 500 before October 2025? (ARES),Grok [grok-4],0.220000,True,
20250912-154539__fall-aib-2025,2025-09-12 15:46:56 +0300,numeric,38829,What will be the change in seasonally adjusted nonfarm payroll employment in the following months? (Sep-25),OpenRouter-Default [openai/gpt-4o],"{""P10"": -20.0, ""P20"": 10.0, ""P40"": 30.0, ""P60"": 50.0, ""P80"": 70.0, ""P90"": 90.0}",True,
20250912-154539__fall-aib-2025,2025-09-12 15:46:56 +0300,numeric,38829,What will be the change in seasonally adjusted nonfarm payroll employment in the following months? (Sep-25),Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],"{""P10"": -15.0, ""P20"": 10.0, ""P40"": 35.0, ""P60"": 55.0, ""P80"": 85.0, ""P90"": 110.0}",True,
20250912-154539__fall-aib-2025,2025-09-12 15:46:56 +0300,numeric,38829,What will be the change in seasonally adjusted nonfarm payroll employment in the following months? (Sep-25),Gemini [gemini-2.5-pro],"{""P10"": -85000.0, ""P20"": -40000.0, ""P40"": 0.0, ""P60"": 50000.0, ""P80"": 90000.0, ""P90"": 120000.0}",True,
20250912-154539__fall-aib-2025,2025-09-12 15:46:56 +0300,numeric,38829,What will be the change in seasonally adjusted nonfarm payroll employment in the following months? (Sep-25),Grok [grok-4],"{""P10"": -80000.0, ""P20"": -30000.0, ""P40"": 20000.0, ""P60"": 60000.0, ""P80"": 120000.0, ""P90"": 170000.0}",True,
20250912-162937__fall-aib-2025,2025-09-12 16:31:14 +0300,numeric,38829,What will be the change in seasonally adjusted nonfarm payroll employment in the following months? (Sep-25),OpenRouter-Default [openai/gpt-4o],"{""P10"": 10.0, ""P20"": 20.0, ""P40"": 40.0, ""P60"": 60.0, ""P80"": 80.0, ""P90"": 100.0}",True,
20250912-162937__fall-aib-2025,2025-09-12 16:31:14 +0300,numeric,38829,What will be the change in seasonally adjusted nonfarm payroll employment in the following months? (Sep-25),Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],"{""P10"": -50.0, ""P20"": -20.0, ""P40"": 20.0, ""P60"": 50.0, ""P80"": 90.0, ""P90"": 120.0}",True,
20250912-162937__fall-aib-2025,2025-09-12 16:31:14 +0300,numeric,38829,What will be the change in seasonally adjusted nonfarm payroll employment in the following months? (Sep-25),Gemini [gemini-2.5-pro],"{""P10"": -100000.0, ""P20"": -50000.0, ""P40"": 0.0, ""P60"": 40000.0, ""P80"": 80000.0, ""P90"": 120000.0}",True,
20250912-162937__fall-aib-2025,2025-09-12 16:31:14 +0300,numeric,38829,What will be the change in seasonally adjusted nonfarm payroll employment in the following months? (Sep-25),Grok [grok-4],"{""P10"": -90000.0, ""P20"": -50000.0, ""P40"": 0.0, ""P60"": 50000.0, ""P80"": 100000.0, ""P90"": 140000.0}",True,
20250912-172155__fall-aib-2025,2025-09-12 17:23:07 +0300,binary,38751,Which party will win the most seats in the Storting in the 2025 Norwegian election? (Liberal),OpenRouter-Default [openai/gpt-4o],0.010000,True,
20250912-172155__fall-aib-2025,2025-09-12 17:23:07 +0300,binary,38751,Which party will win the most seats in the Storting in the 2025 Norwegian election? (Liberal),Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.010000,True,
20250912-172155__fall-aib-2025,2025-09-12 17:23:07 +0300,binary,38751,Which party will win the most seats in the Storting in the 2025 Norwegian election? (Liberal),Gemini [gemini-2.5-pro],null,False,parse_failed
20250912-172155__fall-aib-2025,2025-09-12 17:23:07 +0300,binary,38751,Which party will win the most seats in the Storting in the 2025 Norwegian election? (Liberal),Grok [grok-4],0.010000,True,
20250912-174837__fall-aib-2025,2025-09-12 17:50:16 +0300,binary,38751,Which party will win the most seats in the Storting in the 2025 Norwegian election? (Liberal),OpenRouter-Default [openai/gpt-4o],0.010000,True,
20250912-174837__fall-aib-2025,2025-09-12 17:50:16 +0300,binary,38751,Which party will win the most seats in the Storting in the 2025 Norwegian election? (Liberal),Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.010000,True,
20250912-174837__fall-aib-2025,2025-09-12 17:50:16 +0300,binary,38751,Which party will win the most seats in the Storting in the 2025 Norwegian election? (Liberal),Gemini [gemini-2.5-pro],null,False,parse_failed
20250912-174837__fall-aib-2025,2025-09-12 17:50:16 +0300,binary,38751,Which party will win the most seats in the Storting in the 2025 Norwegian election? (Liberal),Grok [grok-4],0.010000,True,
20250912-182240__fall-aib-2025,2025-09-12 18:24:24 +0300,binary,38751,Which party will win the most seats in the Storting in the 2025 Norwegian election? (Liberal),OpenRouter-Default [openai/gpt-4o],0.010000,True,
20250912-182240__fall-aib-2025,2025-09-12 18:24:24 +0300,binary,38751,Which party will win the most seats in the Storting in the 2025 Norwegian election? (Liberal),Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.010000,True,
20250912-182240__fall-aib-2025,2025-09-12 18:24:24 +0300,binary,38751,Which party will win the most seats in the Storting in the 2025 Norwegian election? (Liberal),Gemini [gemini-2.5-pro],0.010000,True,
20250912-182240__fall-aib-2025,2025-09-12 18:24:24 +0300,binary,38751,Which party will win the most seats in the Storting in the 2025 Norwegian election? (Liberal),Grok [grok-4],0.010000,True,
20250913-082024__fall-aib-2025,2025-09-13 08:22:23 +0300,numeric,38870,What will be the seasonally adjusted S&P/Case-Shiller US National Home Price Index in the following months? (Aug-25),OpenRouter-Default [openai/gpt-4o],"{""P10"": 280.0, ""P20"": 285.0, ""P40"": 290.0, ""P60"": 295.0, ""P80"": 300.0, ""P90"": 305.0}",True,
20250913-082024__fall-aib-2025,2025-09-13 08:22:23 +0300,numeric,38870,What will be the seasonally adjusted S&P/Case-Shiller US National Home Price Index in the following months? (Aug-25),Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],"{""P10"": 305.2, ""P20"": 308.4, ""P40"": 312.7, ""P60"": 316.5, ""P80"": 321.3, ""P90"": 325.8}",True,
20250913-082024__fall-aib-2025,2025-09-13 08:22:23 +0300,numeric,38870,What will be the seasonally adjusted S&P/Case-Shiller US National Home Price Index in the following months? (Aug-25),Gemini [gemini-2.5-pro],"{""P10"": 312.0, ""P20"": 315.0, ""P40"": 317.0, ""P60"": 320.0, ""P80"": 322.0, ""P90"": 324.0}",True,
20250913-082024__fall-aib-2025,2025-09-13 08:22:23 +0300,numeric,38870,What will be the seasonally adjusted S&P/Case-Shiller US National Home Price Index in the following months? (Aug-25),Grok [grok-4],"{""P10"": 330.0, ""P20"": 332.0, ""P40"": 334.0, ""P60"": 336.0, ""P80"": 338.0, ""P90"": 340.0}",True,
20250913-083532__fall-aib-2025,2025-09-13 08:37:50 +0300,numeric,38870,What will be the seasonally adjusted S&P/Case-Shiller US National Home Price Index in the following months? (Aug-25),OpenRouter-Default [openai/gpt-4o],"{""P10"": 280.0, ""P20"": 285.0, ""P40"": 290.0, ""P60"": 295.0, ""P80"": 300.0, ""P90"": 305.0}",True,
20250913-083532__fall-aib-2025,2025-09-13 08:37:50 +0300,numeric,38870,What will be the seasonally adjusted S&P/Case-Shiller US National Home Price Index in the following months? (Aug-25),Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],"{""P10"": 279.0, ""P20"": 285.0, ""P40"": 293.0, ""P60"": 299.0, ""P80"": 307.0, ""P90"": 313.0}",True,
20250913-083532__fall-aib-2025,2025-09-13 08:37:50 +0300,numeric,38870,What will be the seasonally adjusted S&P/Case-Shiller US National Home Price Index in the following months? (Aug-25),Gemini [gemini-2.5-pro],"{""P10"": 311.0, ""P20"": 315.0, ""P40"": 318.0, ""P60"": 322.0, ""P80"": 325.0, ""P90"": 328.0}",True,
20250913-083532__fall-aib-2025,2025-09-13 08:37:50 +0300,numeric,38870,What will be the seasonally adjusted S&P/Case-Shiller US National Home Price Index in the following months? (Aug-25),Grok [grok-4],"{""P10"": 293.0, ""P20"": 296.0, ""P40"": 300.0, ""P60"": 304.0, ""P80"": 309.0, ""P90"": 313.0}",True,
20250913-084829__fall-aib-2025,2025-09-13 08:51:41 +0300,numeric,38870,What will be the seasonally adjusted S&P/Case-Shiller US National Home Price Index in the following months? (Aug-25),OpenRouter-Default [openai/gpt-4o],"{""P10"": 280.0, ""P20"": 285.0, ""P40"": 290.0, ""P60"": 295.0, ""P80"": 300.0, ""P90"": 305.0}",True,
20250913-084829__fall-aib-2025,2025-09-13 08:51:41 +0300,numeric,38870,What will be the seasonally adjusted S&P/Case-Shiller US National Home Price Index in the following months? (Aug-25),Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],"{""P10"": 308.0, ""P20"": 313.0, ""P40"": 319.0, ""P60"": 324.0, ""P80"": 330.0, ""P90"": 335.0}",True,
20250913-084829__fall-aib-2025,2025-09-13 08:51:41 +0300,numeric,38870,What will be the seasonally adjusted S&P/Case-Shiller US National Home Price Index in the following months? (Aug-25),Gemini [gemini-2.5-pro],"{""P10"": 313.5, ""P20"": 317.0, ""P40"": 321.5, ""P60"": 325.0, ""P80"": 328.0, ""P90"": 330.0}",True,
20250913-084829__fall-aib-2025,2025-09-13 08:51:41 +0300,numeric,38870,What will be the seasonally adjusted S&P/Case-Shiller US National Home Price Index in the following months? (Aug-25),Grok [grok-4],"{""P10"": 10.0, ""P20"": 20.0, ""P40"": 40.0, ""P50"": 50.0, ""P60"": 60.0, ""P80"": 80.0, ""P90"": 90.0}",False,fallback_default
20250913-112653__fall-aib-2025,2025-09-13 11:29:36 +0300,binary,38755,Which party will win the most seats in the Storting in the 2025 Norwegian election? (Patient Focus),OpenRouter-Default [openai/gpt-4o],0.450000,True,
20250913-112653__fall-aib-2025,2025-09-13 11:29:36 +0300,binary,38755,Which party will win the most seats in the Storting in the 2025 Norwegian election? (Patient Focus),Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.010000,True,
20250913-112653__fall-aib-2025,2025-09-13 11:29:36 +0300,binary,38755,Which party will win the most seats in the Storting in the 2025 Norwegian election? (Patient Focus),Gemini [gemini-2.5-pro],0.010000,True,
20250913-112653__fall-aib-2025,2025-09-13 11:29:36 +0300,binary,38755,Which party will win the most seats in the Storting in the 2025 Norwegian election? (Patient Focus),Grok [grok-4],0.010000,True,
20250913-114835__fall-aib-2025,2025-09-13 11:51:05 +0300,binary,38755,Which party will win the most seats in the Storting in the 2025 Norwegian election? (Patient Focus),OpenRouter-Default [openai/gpt-4o],0.540000,True,
20250913-114835__fall-aib-2025,2025-09-13 11:51:05 +0300,binary,38755,Which party will win the most seats in the Storting in the 2025 Norwegian election? (Patient Focus),Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.010000,True,
20250913-114835__fall-aib-2025,2025-09-13 11:51:05 +0300,binary,38755,Which party will win the most seats in the Storting in the 2025 Norwegian election? (Patient Focus),Gemini [gemini-2.5-pro],0.010000,True,
20250913-114835__fall-aib-2025,2025-09-13 11:51:05 +0300,binary,38755,Which party will win the most seats in the Storting in the 2025 Norwegian election? (Patient Focus),Grok [grok-4],0.010000,True,
20250913-122027__fall-aib-2025,2025-09-13 12:22:51 +0300,binary,38755,Which party will win the most seats in the Storting in the 2025 Norwegian election? (Patient Focus),OpenRouter-Default [openai/gpt-4o],0.500000,True,
20250913-122027__fall-aib-2025,2025-09-13 12:22:51 +0300,binary,38755,Which party will win the most seats in the Storting in the 2025 Norwegian election? (Patient Focus),Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.010000,True,
20250913-122027__fall-aib-2025,2025-09-13 12:22:51 +0300,binary,38755,Which party will win the most seats in the Storting in the 2025 Norwegian election? (Patient Focus),Gemini [gemini-2.5-pro],0.010000,True,
20250913-122027__fall-aib-2025,2025-09-13 12:22:51 +0300,binary,38755,Which party will win the most seats in the Storting in the 2025 Norwegian election? (Patient Focus),Grok [grok-4],0.010000,True,
20250913-122027__fall-aib-2025,2025-09-13 12:24:49 +0300,multiple_choice,38863,"Which Chamber of the US Congress will vote on a bill in furtherance of an acquisition of Greenland, before 2026?",OpenRouter-Default [openai/gpt-4o],"[0.2, 0.1, 0.05, 0.65]",True,
20250913-122027__fall-aib-2025,2025-09-13 12:24:49 +0300,multiple_choice,38863,"Which Chamber of the US Congress will vote on a bill in furtherance of an acquisition of Greenland, before 2026?",Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],"[0.01875, 0.043750000000000004, 0.3125, 0.625]",True,
20250913-122027__fall-aib-2025,2025-09-13 12:24:49 +0300,multiple_choice,38863,"Which Chamber of the US Congress will vote on a bill in furtherance of an acquisition of Greenland, before 2026?",Gemini [gemini-2.5-pro],"[0.03, 0.0, 0.01, 0.96]",True,
20250913-122027__fall-aib-2025,2025-09-13 12:24:49 +0300,multiple_choice,38863,"Which Chamber of the US Congress will vote on a bill in furtherance of an acquisition of Greenland, before 2026?",Grok [grok-4],"[0.1, 0.01, 0.04, 0.85]",True,
20250913-123346__fall-aib-2025,2025-09-13 12:35:52 +0300,multiple_choice,38863,"Which Chamber of the US Congress will vote on a bill in furtherance of an acquisition of Greenland, before 2026?",OpenRouter-Default [openai/gpt-4o],"[0.15, 0.05, 0.02, 0.78]",True,
20250913-123346__fall-aib-2025,2025-09-13 12:35:52 +0300,multiple_choice,38863,"Which Chamber of the US Congress will vote on a bill in furtherance of an acquisition of Greenland, before 2026?",Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],"[0.005128205128205128, 0.002564102564102564, 0.47948717948717945, 0.5128205128205128]",True,
20250913-123346__fall-aib-2025,2025-09-13 12:35:52 +0300,multiple_choice,38863,"Which Chamber of the US Congress will vote on a bill in furtherance of an acquisition of Greenland, before 2026?",Gemini [gemini-2.5-pro],"[0.05, 0.0, 0.01, 0.94]",True,
20250913-123346__fall-aib-2025,2025-09-13 12:35:52 +0300,multiple_choice,38863,"Which Chamber of the US Congress will vote on a bill in furtherance of an acquisition of Greenland, before 2026?",Grok [grok-4],"[0.05, 0.01, 0.02, 0.92]",True,
20250913-124834__fall-aib-2025,2025-09-13 12:51:18 +0300,multiple_choice,38863,"Which Chamber of the US Congress will vote on a bill in furtherance of an acquisition of Greenland, before 2026?",OpenRouter-Default [openai/gpt-4o],"[0.1, 0.1, 0.05, 0.75]",True,
20250913-124834__fall-aib-2025,2025-09-13 12:51:18 +0300,multiple_choice,38863,"Which Chamber of the US Congress will vote on a bill in furtherance of an acquisition of Greenland, before 2026?",Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],"[0.005128205128205128, 0.002564102564102564, 0.47948717948717945, 0.5128205128205128]",True,
20250913-124834__fall-aib-2025,2025-09-13 12:51:18 +0300,multiple_choice,38863,"Which Chamber of the US Congress will vote on a bill in furtherance of an acquisition of Greenland, before 2026?",Gemini [gemini-2.5-pro],"[0.25, 0.25, 0.25, 0.25]",False,fallback_equal
20250913-124834__fall-aib-2025,2025-09-13 12:51:18 +0300,multiple_choice,38863,"Which Chamber of the US Congress will vote on a bill in furtherance of an acquisition of Greenland, before 2026?",Grok [grok-4],"[0.03, 0.01, 0.02, 0.94]",True,
20250913-132100__fall-aib-2025,2025-09-13 13:23:16 +0300,multiple_choice,38863,"Which Chamber of the US Congress will vote on a bill in furtherance of an acquisition of Greenland, before 2026?",OpenRouter-Default [openai/gpt-4o],"[0.05, 0.05, 0.01, 0.89]",True,
20250913-132100__fall-aib-2025,2025-09-13 13:23:16 +0300,multiple_choice,38863,"Which Chamber of the US Congress will vote on a bill in furtherance of an acquisition of Greenland, before 2026?",Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],"[0.011764705882352941, 0.0058823529411764705, 0.3941176470588235, 0.588235294117647]",True,
20250913-132100__fall-aib-2025,2025-09-13 13:23:16 +0300,multiple_choice,38863,"Which Chamber of the US Congress will vote on a bill in furtherance of an acquisition of Greenland, before 2026?",Gemini [gemini-2.5-pro],"[0.04, 0.0, 0.0, 0.96]",True,
20250913-132100__fall-aib-2025,2025-09-13 13:23:16 +0300,multiple_choice,38863,"Which Chamber of the US Congress will vote on a bill in furtherance of an acquisition of Greenland, before 2026?",Grok [grok-4],"[0.06, 0.01, 0.01, 0.92]",True,
